ip,port,protocol,state,service,version,scan_type,is_open
192.168.1.183,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
172.16.12.127,55297,tcp,filtered,unknown,unknown,Connect Scan,0
10.0.17.50,143,tcp,open,imap,Dovecot imapd,Connect Scan,1
172.16.1.42,27017,tcp,open,mongodb,MongoDB 4.2.8,ACK Scan,1
192.168.1.176,110,tcp,open,pop3,Dovecot pop3d,ACK Scan,1
10.0.0.243,25,tcp,open,smtp,Microsoft Exchange,Connect Scan,1
172.16.16.177,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
192.168.1.136,443,tcp,open,https,nginx 1.18.0,Connect Scan,1
172.16.23.94,21,tcp,open,ftp,FileZilla Server,SYN Scan,1
10.0.7.1,21,tcp,open,ftp,ProFTPD 1.3.5,SYN Scan,1
172.16.8.215,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,SYN Scan,1
172.16.13.153,53,udp,open,domain,dnsmasq 2.79,ACK Scan,1
172.16.12.12,110,tcp,open,pop3,Dovecot pop3d,Version Detection,1
172.16.18.55,143,tcp,open,imap,Courier imapd,Version Detection,1
192.168.1.171,143,tcp,open,imap,Courier imapd,Version Detection,1
172.16.0.98,80,tcp,open,http,Apache httpd 2.4.41,ACK Scan,1
10.0.23.108,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,ACK Scan,1
10.0.12.43,22,tcp,open,ssh,OpenSSH 8.2p1,SYN Scan,1
192.168.1.110,80,tcp,open,http,nginx 1.18.0,Version Detection,1
10.0.32.93,135,tcp,open,msrpc,Microsoft Windows RPC,ACK Scan,1
192.168.1.164,135,tcp,open,msrpc,Microsoft Windows RPC,SYN Scan,1
192.168.1.58,110,tcp,open,pop3,Dovecot pop3d,SYN Scan,1
172.16.31.209,38130,tcp,filtered,unknown,unknown,Version Detection,0
10.0.4.132,97,tcp,closed,unknown,unknown,Connect Scan,0
10.0.4.249,443,tcp,open,https,nginx 1.18.0,Version Detection,1
10.0.31.199,23,tcp,open,telnet,Cisco IOS telnetd,ACK Scan,1
172.16.32.117,22298,tcp,open,unknown,unknown,SYN Scan,1
172.16.8.42,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
172.16.18.100,27017,tcp,open,mongodb,MongoDB 4.2.8,ACK Scan,1
10.0.7.109,27017,tcp,open,mongodb,MongoDB 4.2.8,Version Detection,1
172.16.3.92,135,tcp,open,msrpc,Microsoft Windows RPC,SYN Scan,1
10.0.34.84,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
10.0.2.126,53,udp,open,domain,dnsmasq 2.79,SYN Scan,1
172.16.26.174,53,udp,open,domain,dnsmasq 2.79,Connect Scan,1
10.0.37.151,80,tcp,open,http,nginx 1.18.0,Version Detection,1
192.168.1.251,53,udp,open,domain,dnsmasq 2.79,SYN Scan,1
172.16.6.221,62173,udp,closed,unknown,unknown,Version Detection,0
172.16.24.122,443,tcp,open,https,Microsoft IIS 10.0,Connect Scan,1
10.0.14.145,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
192.168.1.172,23,tcp,open,telnet,Cisco IOS telnetd,SYN Scan,1
172.16.8.2,143,tcp,open,imap,Dovecot imapd,ACK Scan,1
192.168.1.44,22,tcp,open,ssh,Dropbear sshd,Connect Scan,1
10.0.12.121,143,tcp,open,imap,Dovecot imapd,SYN Scan,1
172.16.21.244,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Version Detection,1
192.168.1.80,8329,udp,filtered,unknown,unknown,SYN Scan,0
10.0.15.44,135,tcp,open,msrpc,Microsoft Windows RPC,SYN Scan,1
192.168.1.197,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
192.168.1.102,110,tcp,open,pop3,Dovecot pop3d,ACK Scan,1
192.168.1.197,27017,tcp,open,mongodb,MongoDB 4.2.8,Connect Scan,1
10.0.15.201,50703,tcp,filtered,unknown,unknown,ACK Scan,0
172.16.21.72,23,tcp,open,telnet,Cisco IOS telnetd,Connect Scan,1
172.16.0.194,60189,tcp,filtered,unknown,unknown,Version Detection,0
10.0.24.212,53,udp,open,domain,dnsmasq 2.79,SYN Scan,1
10.0.30.99,443,tcp,open,https,Apache httpd 2.4.41,SYN Scan,1
172.16.15.1,25,tcp,open,smtp,Microsoft Exchange,Version Detection,1
10.0.12.77,5432,tcp,open,postgresql,PostgreSQL 13.1,SYN Scan,1
172.16.15.176,61807,udp,filtered,unknown,unknown,ACK Scan,0
192.168.1.154,80,tcp,open,http,Microsoft IIS 10.0,SYN Scan,1
192.168.1.212,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
192.168.1.29,64426,tcp,filtered,unknown,unknown,Connect Scan,0
10.0.36.180,110,tcp,open,pop3,Dovecot pop3d,ACK Scan,1
10.0.2.34,17226,udp,filtered,unknown,unknown,Version Detection,0
192.168.1.71,445,tcp,open,microsoft-ds,Microsoft Windows 10,ACK Scan,1
10.0.33.109,27017,tcp,open,mongodb,MongoDB 4.2.8,Version Detection,1
192.168.1.244,80,tcp,open,http,Apache httpd 2.4.41,ACK Scan,1
172.16.35.229,143,tcp,open,imap,Dovecot imapd,SYN Scan,1
172.16.10.234,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
172.16.28.10,443,tcp,open,https,Microsoft IIS 10.0,ACK Scan,1
172.16.19.141,110,tcp,open,pop3,Courier pop3d,Version Detection,1
10.0.25.139,23,tcp,open,telnet,Linux telnetd,SYN Scan,1
192.168.1.47,8080,tcp,open,http-proxy,Tomcat 9.0,SYN Scan,1
192.168.1.54,143,tcp,open,imap,Dovecot imapd,SYN Scan,1
192.168.1.200,80,tcp,open,http,Microsoft IIS 10.0,Connect Scan,1
10.0.14.159,110,tcp,open,pop3,Dovecot pop3d,SYN Scan,1
172.16.35.249,445,tcp,open,microsoft-ds,Microsoft Windows 10,ACK Scan,1
10.0.29.97,53,udp,open,domain,ISC BIND 9.11,ACK Scan,1
172.16.3.90,47076,tcp,filtered,unknown,unknown,Version Detection,0
172.16.15.6,27017,tcp,open,mongodb,MongoDB 4.2.8,ACK Scan,1
192.168.1.237,30495,udp,filtered,unknown,unknown,Connect Scan,0
172.16.37.207,110,tcp,open,pop3,Dovecot pop3d,Version Detection,1
10.0.20.168,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Connect Scan,1
192.168.1.106,43424,tcp,filtered,unknown,unknown,Version Detection,0
10.0.12.238,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
192.168.1.151,3306,tcp,open,mysql,MariaDB 10.3,Connect Scan,1
192.168.1.138,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Version Detection,1
192.168.1.40,22,tcp,open,ssh,OpenSSH 8.2p1,ACK Scan,1
192.168.1.246,5432,tcp,open,postgresql,PostgreSQL 13.1,ACK Scan,1
10.0.21.150,443,tcp,open,https,Microsoft IIS 10.0,Version Detection,1
192.168.1.129,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,ACK Scan,1
10.0.33.86,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,SYN Scan,1
10.0.22.25,18262,udp,closed,unknown,unknown,SYN Scan,0
10.0.36.89,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,ACK Scan,1
172.16.13.66,5432,tcp,open,postgresql,PostgreSQL 12.5,Version Detection,1
10.0.14.194,135,tcp,open,msrpc,Microsoft Windows RPC,ACK Scan,1
10.0.30.13,80,tcp,open,http,nginx 1.18.0,Connect Scan,1
172.16.16.196,8080,tcp,open,http-proxy,Jetty 9.4,SYN Scan,1
10.0.21.105,35610,tcp,filtered,unknown,unknown,SYN Scan,0
192.168.1.74,25,tcp,open,smtp,Microsoft Exchange,Version Detection,1
172.16.11.21,64286,udp,filtered,unknown,unknown,Connect Scan,0
10.0.5.221,80,tcp,open,http,Apache httpd 2.4.41,ACK Scan,1
172.16.7.119,7868,tcp,filtered,unknown,unknown,Connect Scan,0
10.0.34.147,4765,tcp,closed,unknown,unknown,Version Detection,0
172.16.35.43,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,ACK Scan,1
172.16.16.90,8080,tcp,open,http-proxy,Jetty 9.4,ACK Scan,1
10.0.17.242,3306,tcp,open,mysql,MariaDB 10.3,SYN Scan,1
10.0.32.91,135,tcp,open,msrpc,Microsoft Windows RPC,SYN Scan,1
10.0.31.63,110,tcp,open,pop3,Dovecot pop3d,Connect Scan,1
192.168.1.219,2828,udp,open,unknown,unknown,ACK Scan,1
192.168.1.38,5432,tcp,open,postgresql,PostgreSQL 12.5,SYN Scan,1
10.0.31.96,143,tcp,open,imap,Courier imapd,SYN Scan,1
10.0.1.132,443,tcp,open,https,Apache httpd 2.4.41,Version Detection,1
10.0.4.156,22,tcp,open,ssh,Dropbear sshd,ACK Scan,1
172.16.2.198,110,tcp,open,pop3,Dovecot pop3d,ACK Scan,1
10.0.27.159,8080,tcp,open,http-proxy,Tomcat 9.0,SYN Scan,1
192.168.1.181,53,udp,open,domain,ISC BIND 9.11,SYN Scan,1
172.16.4.200,25,tcp,open,smtp,Microsoft Exchange,ACK Scan,1
172.16.7.157,5787,tcp,filtered,unknown,unknown,Version Detection,0
172.16.30.115,3306,tcp,open,mysql,MariaDB 10.3,ACK Scan,1
10.0.36.93,143,tcp,open,imap,Dovecot imapd,SYN Scan,1
192.168.1.46,35160,tcp,closed,unknown,unknown,SYN Scan,0
172.16.16.83,135,tcp,open,msrpc,Microsoft Windows RPC,Connect Scan,1
192.168.1.102,5432,tcp,open,postgresql,PostgreSQL 12.5,ACK Scan,1
10.0.17.82,27017,tcp,open,mongodb,MongoDB 4.2.8,ACK Scan,1
172.16.14.178,8080,tcp,open,http-proxy,Tomcat 9.0,Version Detection,1
172.16.0.91,443,tcp,open,https,nginx 1.18.0,ACK Scan,1
172.16.2.147,3306,tcp,open,mysql,MySQL 5.7.33,SYN Scan,1
172.16.21.240,80,tcp,open,http,Apache httpd 2.4.41,ACK Scan,1
192.168.1.9,80,tcp,open,http,Microsoft IIS 10.0,Connect Scan,1
192.168.1.84,8652,udp,closed,unknown,unknown,Version Detection,0
192.168.1.121,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
172.16.28.40,53,udp,open,domain,dnsmasq 2.79,Connect Scan,1
192.168.1.27,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
10.0.4.87,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
10.0.36.77,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
10.0.32.88,143,tcp,open,imap,Courier imapd,ACK Scan,1
192.168.1.133,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Connect Scan,1
10.0.11.133,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,ACK Scan,1
172.16.10.166,3306,tcp,open,mysql,MySQL 5.7.33,Connect Scan,1
192.168.1.221,27017,tcp,open,mongodb,MongoDB 4.4.1,SYN Scan,1
192.168.1.71,27017,tcp,open,mongodb,MongoDB 4.2.8,ACK Scan,1
172.16.12.9,135,tcp,open,msrpc,Microsoft Windows RPC,Connect Scan,1
10.0.20.30,110,tcp,open,pop3,Courier pop3d,Version Detection,1
10.0.33.227,110,tcp,open,pop3,Courier pop3d,SYN Scan,1
192.168.1.90,80,tcp,open,http,Microsoft IIS 10.0,SYN Scan,1
172.16.35.76,23,tcp,open,telnet,Linux telnetd,SYN Scan,1
172.16.20.2,80,tcp,open,http,Apache httpd 2.4.41,SYN Scan,1
192.168.1.17,27017,tcp,open,mongodb,MongoDB 4.2.8,Connect Scan,1
172.16.20.69,23,tcp,open,telnet,Cisco IOS telnetd,SYN Scan,1
192.168.1.253,8080,tcp,open,http-proxy,Tomcat 9.0,SYN Scan,1
172.16.25.84,17839,udp,open,unknown,unknown,SYN Scan,1
192.168.1.96,10418,tcp,filtered,unknown,unknown,Connect Scan,0
172.16.37.44,50079,udp,closed,unknown,unknown,Version Detection,0
192.168.1.246,22,tcp,open,ssh,OpenSSH 7.6p1,Connect Scan,1
10.0.18.28,52071,tcp,closed,unknown,unknown,Version Detection,0
192.168.1.235,8080,tcp,open,http-proxy,Tomcat 9.0,SYN Scan,1
10.0.5.62,25,tcp,open,smtp,Microsoft Exchange,Connect Scan,1
10.0.25.13,668,udp,closed,unknown,unknown,SYN Scan,0
192.168.1.130,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
172.16.21.12,23,tcp,open,telnet,Linux telnetd,Version Detection,1
172.16.29.94,143,tcp,open,imap,Dovecot imapd,ACK Scan,1
172.16.16.112,23286,tcp,filtered,unknown,unknown,Connect Scan,0
172.16.21.242,348,udp,filtered,unknown,unknown,Version Detection,0
172.16.0.16,47480,udp,filtered,unknown,unknown,Version Detection,0
192.168.1.213,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
172.16.20.151,8080,tcp,open,http-proxy,Tomcat 9.0,Version Detection,1
10.0.19.65,443,tcp,open,https,Apache httpd 2.4.41,Connect Scan,1
172.16.31.75,13564,udp,closed,unknown,unknown,ACK Scan,0
172.16.1.102,8080,tcp,open,http-proxy,Jetty 9.4,Version Detection,1
192.168.1.190,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,ACK Scan,1
192.168.1.106,57612,udp,closed,unknown,unknown,ACK Scan,0
172.16.30.158,23,tcp,open,telnet,Cisco IOS telnetd,ACK Scan,1
10.0.25.240,22,tcp,open,ssh,OpenSSH 8.2p1,SYN Scan,1
172.16.25.12,25,tcp,open,smtp,Postfix smtpd,Connect Scan,1
172.16.27.195,26995,udp,closed,unknown,unknown,SYN Scan,0
172.16.30.58,26235,tcp,filtered,unknown,unknown,SYN Scan,0
172.16.6.60,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
10.0.9.13,27017,tcp,open,mongodb,MongoDB 4.2.8,ACK Scan,1
172.16.14.55,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
10.0.17.96,443,tcp,open,https,nginx 1.18.0,Version Detection,1
172.16.1.171,23,tcp,open,telnet,Linux telnetd,ACK Scan,1
192.168.1.53,5432,tcp,open,postgresql,PostgreSQL 12.5,Connect Scan,1
10.0.8.198,3306,tcp,open,mysql,MySQL 5.7.33,Connect Scan,1
172.16.13.232,27017,tcp,open,mongodb,MongoDB 4.4.1,Version Detection,1
10.0.12.96,143,tcp,open,imap,Courier imapd,ACK Scan,1
172.16.0.109,13010,udp,filtered,unknown,unknown,ACK Scan,0
172.16.30.239,25,tcp,open,smtp,Postfix smtpd,Version Detection,1
10.0.32.68,80,tcp,open,http,Microsoft IIS 10.0,SYN Scan,1
10.0.29.13,65166,udp,filtered,unknown,unknown,ACK Scan,0
10.0.16.100,20704,tcp,closed,unknown,unknown,Connect Scan,0
10.0.30.118,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
192.168.1.199,55903,tcp,closed,unknown,unknown,Version Detection,0
172.16.19.238,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
172.16.37.7,3306,tcp,open,mysql,MariaDB 10.3,Connect Scan,1
10.0.16.202,20816,tcp,filtered,unknown,unknown,Connect Scan,0
192.168.1.144,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
10.0.37.250,80,tcp,open,http,Apache httpd 2.4.41,SYN Scan,1
10.0.25.74,53,udp,open,domain,dnsmasq 2.79,Connect Scan,1
192.168.1.237,22176,udp,filtered,unknown,unknown,Version Detection,0
172.16.21.111,53,udp,open,domain,ISC BIND 9.11,SYN Scan,1
172.16.2.80,143,tcp,open,imap,Dovecot imapd,Connect Scan,1
172.16.21.35,80,tcp,open,http,nginx 1.18.0,Version Detection,1
172.16.22.52,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Connect Scan,1
192.168.1.243,443,tcp,open,https,Apache httpd 2.4.41,Version Detection,1
172.16.7.60,25,tcp,open,smtp,Exim smtpd,Connect Scan,1
10.0.8.157,23,tcp,open,telnet,Linux telnetd,ACK Scan,1
10.0.31.179,80,tcp,open,http,nginx 1.18.0,SYN Scan,1
10.0.27.199,31688,udp,closed,unknown,unknown,ACK Scan,0
10.0.26.17,11,udp,filtered,unknown,unknown,Version Detection,0
172.16.19.37,25,tcp,open,smtp,Microsoft Exchange,Connect Scan,1
10.0.21.29,49271,udp,filtered,unknown,unknown,SYN Scan,0
10.0.7.192,22,tcp,open,ssh,Dropbear sshd,Connect Scan,1
192.168.1.187,135,tcp,open,msrpc,Microsoft Windows RPC,ACK Scan,1
192.168.1.125,696,udp,filtered,unknown,unknown,ACK Scan,0
10.0.0.93,7071,tcp,closed,unknown,unknown,Version Detection,0
172.16.7.216,443,tcp,open,https,Apache httpd 2.4.41,ACK Scan,1
172.16.33.31,48475,udp,closed,unknown,unknown,Version Detection,0
10.0.29.193,9596,udp,filtered,unknown,unknown,Version Detection,0
172.16.23.152,3306,tcp,open,mysql,MySQL 5.7.33,Connect Scan,1
10.0.26.80,21,tcp,open,ftp,FileZilla Server,Connect Scan,1
172.16.38.171,53,udp,open,domain,ISC BIND 9.11,ACK Scan,1
192.168.1.146,8080,tcp,open,http-proxy,Tomcat 9.0,Version Detection,1
192.168.1.30,443,tcp,open,https,Microsoft IIS 10.0,ACK Scan,1
192.168.1.215,23,tcp,open,telnet,Cisco IOS telnetd,SYN Scan,1
192.168.1.231,53,udp,open,domain,dnsmasq 2.79,Version Detection,1
10.0.35.60,80,tcp,open,http,Microsoft IIS 10.0,Version Detection,1
10.0.12.226,27017,tcp,open,mongodb,MongoDB 4.2.8,ACK Scan,1
172.16.3.103,13531,udp,filtered,unknown,unknown,Connect Scan,0
172.16.24.130,80,tcp,open,http,Apache httpd 2.4.41,Version Detection,1
10.0.30.149,22259,tcp,filtered,unknown,unknown,Version Detection,0
10.0.23.45,25,tcp,open,smtp,Exim smtpd,SYN Scan,1
172.16.30.149,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
192.168.1.118,49190,tcp,closed,unknown,unknown,Connect Scan,0
172.16.2.236,8080,tcp,open,http-proxy,Tomcat 9.0,Connect Scan,1
172.16.2.244,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
192.168.1.1,29417,udp,closed,unknown,unknown,Version Detection,0
172.16.3.166,3306,tcp,open,mysql,MySQL 5.7.33,Version Detection,1
172.16.21.128,53,udp,open,domain,ISC BIND 9.11,Connect Scan,1
10.0.30.70,53,udp,open,domain,dnsmasq 2.79,Connect Scan,1
10.0.10.193,53,udp,open,domain,ISC BIND 9.11,ACK Scan,1
192.168.1.215,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
10.0.14.216,23,tcp,open,telnet,Cisco IOS telnetd,ACK Scan,1
10.0.26.194,8080,tcp,open,http-proxy,Tomcat 9.0,ACK Scan,1
192.168.1.133,8080,tcp,open,http-proxy,Jetty 9.4,ACK Scan,1
172.16.38.166,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
10.0.17.176,7907,udp,filtered,unknown,unknown,Version Detection,0
10.0.6.55,143,tcp,open,imap,Dovecot imapd,Version Detection,1
172.16.37.108,35427,udp,closed,unknown,unknown,SYN Scan,0
172.16.1.131,21,tcp,open,ftp,vsftpd 3.0.3,Version Detection,1
172.16.30.235,5432,tcp,open,postgresql,PostgreSQL 13.1,Connect Scan,1
172.16.0.1,135,tcp,open,msrpc,Microsoft Windows RPC,SYN Scan,1
172.16.0.16,443,tcp,open,https,Microsoft IIS 10.0,SYN Scan,1
172.16.21.229,443,tcp,open,https,Microsoft IIS 10.0,Connect Scan,1
172.16.21.32,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
10.0.21.155,3306,tcp,open,mysql,MariaDB 10.3,ACK Scan,1
172.16.38.5,3306,tcp,open,mysql,MySQL 5.7.33,Version Detection,1
10.0.0.88,5432,tcp,open,postgresql,PostgreSQL 13.1,ACK Scan,1
10.0.34.119,3306,tcp,open,mysql,MariaDB 10.3,ACK Scan,1
192.168.1.176,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
172.16.7.174,110,tcp,open,pop3,Courier pop3d,Connect Scan,1
10.0.13.164,21,tcp,open,ftp,vsftpd 3.0.3,Version Detection,1
10.0.33.65,8080,tcp,open,http-proxy,Jetty 9.4,Version Detection,1
10.0.33.11,135,tcp,open,msrpc,Microsoft Windows RPC,ACK Scan,1
10.0.32.92,45410,tcp,filtered,unknown,unknown,SYN Scan,0
192.168.1.109,21,tcp,open,ftp,ProFTPD 1.3.5,ACK Scan,1
192.168.1.93,53,udp,open,domain,dnsmasq 2.79,Connect Scan,1
172.16.5.244,2340,tcp,open,unknown,unknown,SYN Scan,1
192.168.1.161,53,udp,open,domain,ISC BIND 9.11,Version Detection,1
10.0.35.173,53,udp,open,domain,ISC BIND 9.11,ACK Scan,1
172.16.20.99,27017,tcp,open,mongodb,MongoDB 4.2.8,SYN Scan,1
10.0.28.2,8080,tcp,open,http-proxy,Tomcat 9.0,Version Detection,1
10.0.29.33,3306,tcp,open,mysql,MariaDB 10.3,Version Detection,1
10.0.34.151,53,udp,open,domain,dnsmasq 2.79,Version Detection,1
192.168.1.52,25,tcp,open,smtp,Microsoft Exchange,Connect Scan,1
172.16.1.87,443,tcp,open,https,Microsoft IIS 10.0,Connect Scan,1
10.0.20.107,443,tcp,open,https,nginx 1.18.0,Version Detection,1
10.0.29.186,15022,udp,closed,unknown,unknown,Version Detection,0
10.0.33.26,110,tcp,open,pop3,Dovecot pop3d,SYN Scan,1
10.0.31.9,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
172.16.33.183,22,tcp,open,ssh,OpenSSH 8.2p1,Version Detection,1
172.16.28.254,5432,tcp,open,postgresql,PostgreSQL 12.5,ACK Scan,1
172.16.4.192,23,tcp,open,telnet,Cisco IOS telnetd,ACK Scan,1
192.168.1.13,4352,udp,closed,unknown,unknown,Connect Scan,0
10.0.15.195,135,tcp,open,msrpc,Microsoft Windows RPC,ACK Scan,1
192.168.1.225,29230,udp,filtered,unknown,unknown,SYN Scan,0
10.0.26.116,18096,udp,open,unknown,unknown,Connect Scan,1
172.16.20.102,23,tcp,open,telnet,Cisco IOS telnetd,Connect Scan,1
10.0.17.74,22,tcp,open,ssh,OpenSSH 8.2p1,ACK Scan,1
10.0.8.202,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Version Detection,1
172.16.15.123,110,tcp,open,pop3,Dovecot pop3d,Connect Scan,1
10.0.10.237,22,tcp,open,ssh,Dropbear sshd,Version Detection,1
10.0.38.21,41618,udp,filtered,unknown,unknown,ACK Scan,0
172.16.7.166,3306,tcp,open,mysql,MariaDB 10.3,Version Detection,1
192.168.1.112,135,tcp,open,msrpc,Microsoft Windows RPC,ACK Scan,1
192.168.1.43,443,tcp,open,https,Apache httpd 2.4.41,Version Detection,1
192.168.1.96,5432,tcp,open,postgresql,PostgreSQL 12.5,SYN Scan,1
10.0.1.60,5432,tcp,open,postgresql,PostgreSQL 12.5,SYN Scan,1
192.168.1.226,443,tcp,open,https,nginx 1.18.0,Connect Scan,1
10.0.17.108,110,tcp,open,pop3,Courier pop3d,Connect Scan,1
172.16.15.216,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
10.0.26.175,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,Version Detection,1
192.168.1.10,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
172.16.5.206,8080,tcp,open,http-proxy,Jetty 9.4,SYN Scan,1
172.16.0.218,6017,udp,filtered,unknown,unknown,Version Detection,0
172.16.6.219,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,SYN Scan,1
10.0.9.23,11320,tcp,filtered,unknown,unknown,SYN Scan,0
172.16.5.242,135,tcp,open,msrpc,Microsoft Windows RPC,Connect Scan,1
10.0.16.106,110,tcp,open,pop3,Courier pop3d,ACK Scan,1
10.0.20.73,42314,udp,closed,unknown,unknown,SYN Scan,0
172.16.37.232,21,tcp,open,ftp,ProFTPD 1.3.5,SYN Scan,1
10.0.7.1,5432,tcp,open,postgresql,PostgreSQL 12.5,Connect Scan,1
192.168.1.61,52740,tcp,filtered,unknown,unknown,SYN Scan,0
10.0.37.119,53,udp,open,domain,dnsmasq 2.79,Connect Scan,1
172.16.6.245,110,tcp,open,pop3,Courier pop3d,SYN Scan,1
172.16.38.173,25,tcp,open,smtp,Microsoft Exchange,Connect Scan,1
192.168.1.71,5432,tcp,open,postgresql,PostgreSQL 13.1,Connect Scan,1
172.16.25.18,5432,tcp,open,postgresql,PostgreSQL 13.1,SYN Scan,1
10.0.3.198,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Connect Scan,1
172.16.15.69,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,Version Detection,1
172.16.15.207,3271,udp,closed,unknown,unknown,Connect Scan,0
172.16.14.207,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,SYN Scan,1
172.16.35.128,22,tcp,open,ssh,Dropbear sshd,Version Detection,1
192.168.1.114,14464,udp,closed,unknown,unknown,SYN Scan,0
10.0.19.249,22,tcp,open,ssh,OpenSSH 8.2p1,ACK Scan,1
192.168.1.43,3013,udp,filtered,unknown,unknown,ACK Scan,0
10.0.31.212,21,tcp,open,ftp,vsftpd 3.0.3,Version Detection,1
192.168.1.86,9327,tcp,filtered,unknown,unknown,ACK Scan,0
192.168.1.191,27017,tcp,open,mongodb,MongoDB 4.4.1,Version Detection,1
172.16.35.34,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
172.16.19.45,53,udp,open,domain,ISC BIND 9.11,SYN Scan,1
192.168.1.9,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,SYN Scan,1
172.16.28.246,42084,tcp,closed,unknown,unknown,ACK Scan,0
172.16.37.207,3306,tcp,open,mysql,MariaDB 10.3,ACK Scan,1
172.16.13.253,40722,udp,closed,unknown,unknown,Version Detection,0
172.16.3.62,27017,tcp,open,mongodb,MongoDB 4.4.1,Connect Scan,1
172.16.21.202,47419,tcp,open,unknown,unknown,ACK Scan,1
172.16.3.125,55651,udp,closed,unknown,unknown,Version Detection,0
192.168.1.79,21,tcp,open,ftp,vsftpd 3.0.3,Connect Scan,1
172.16.37.246,110,tcp,open,pop3,Courier pop3d,SYN Scan,1
172.16.29.99,21952,udp,filtered,unknown,unknown,Connect Scan,0
10.0.5.58,443,tcp,open,https,Apache httpd 2.4.41,SYN Scan,1
172.16.28.179,21,tcp,open,ftp,FileZilla Server,SYN Scan,1
10.0.6.210,25,tcp,open,smtp,Microsoft Exchange,ACK Scan,1
10.0.1.135,110,tcp,open,pop3,Dovecot pop3d,Connect Scan,1
172.16.9.14,27017,tcp,open,mongodb,MongoDB 4.2.8,ACK Scan,1
172.16.15.37,80,tcp,open,http,Apache httpd 2.4.41,Connect Scan,1
10.0.3.252,64972,tcp,closed,unknown,unknown,SYN Scan,0
192.168.1.159,23,tcp,open,telnet,Cisco IOS telnetd,Connect Scan,1
10.0.28.29,443,tcp,open,https,nginx 1.18.0,SYN Scan,1
172.16.0.115,443,tcp,open,https,nginx 1.18.0,Version Detection,1
172.16.17.69,23,tcp,open,telnet,Cisco IOS telnetd,Version Detection,1
10.0.37.202,143,tcp,open,imap,Courier imapd,Version Detection,1
172.16.3.93,110,tcp,open,pop3,Courier pop3d,Version Detection,1
10.0.19.57,5432,tcp,open,postgresql,PostgreSQL 12.5,Version Detection,1
